start_time,duration
2019-11-29 14:11:36,20.0
2019-12-01 00:08:17,20.0
2019-12-02 02:50:27,10.0
2019-12-04 03:51:27,20.0
2019-12-05 06:55:35,10.0
2019-12-05 14:26:26,10.0
2019-12-05 21:31:28,10.0
2019-12-06 15:28:15,20.0
2019-12-07 05:31:05,20.0
2019-12-07 19:11:32,10.0
